card_name	normalized_name	oracle_hash	logical_rule_key	target_card_rows	canonical_card_id	existing_rule_rows	expected_rule_rows_before	would_deprecate_shadow_rows
Brain Freeze	brain freeze	ae7c7b244cb9842dde5c406ae7773fca	battle_rule_v1:b992316c10714f267a5a33a4c62795d4	1	f8a19716-497e-4c27-8a54-712d69989308	2	0	2
Cabal Ritual	cabal ritual	549542c2ab124b22c3757819f8d2d44e	battle_rule_v1:1842b9d1707a9f8b0fb6ca71e5585e0e	1	e75ee6e5-d542-4e4c-8a6a-f30ec977ad63	2	0	2
(2 rows)
